time_sec,13.0Hz,14.0Hz,15.0Hz,16.0Hz,17.0Hz,18.0Hz,19.0Hz,20.0Hz,21.0Hz,22.0Hz,23.0Hz,24.0Hz,25.0Hz,26.0Hz,27.0Hz,28.0Hz,29.0Hz,30.0Hz
-7.500000000000000000e-01,2.191629526162053587e-01,1.730316914948819562e-01,1.453328211655365854e-01,1.210238231918570606e-01,1.725074739674894719e-01,1.812280289535338207e-01,1.010086599192842050e-01,1.758341898829446082e-01,1.594310284224984831e-01
-6.999999999999999556e-01,1.617517504676392603e-01,2.013760533619445015e-01,1.074116111806245749e-01,1.062824483822426419e-01,1.405769685876024355e-01,1.030520734146080364e-01,1.170187635378456409e-01,2.184969224551456535e-01,1.660325856361482832e-01
-6.499999999999999112e-01,1.222292892502866019e-01,2.045752127143044552e-01,1.298963609955091358e-01,9.013968745534320370e-02,1.376542286500221368e-01,6.316406433678936616e-02,1.117750160414205524e-01,1.911148168106588663e-01,1.760054666314811445e-01
-5.999999999999998668e-01,1.251286580347481248e-01,1.737325151628889286e-01,1.615762199273144961e-01,9.653113381007577543e-02,9.727370107230186302e-02,3.449896610936171309e-02,9.471295935957804724e-02,1.037719413331026214e-01,1.786127504520521048e-01
-5.499999999999998224e-01,1.192790393186459047e-01,1.396401947657694986e-01,1.564180196025810043e-01,1.127711883827653139e-01,2.053970153696119127e-02,5.735776791174286571e-02,6.729119921906513702e-02,5.719461689004575605e-02,1.538216410657649302e-01
-4.999999999999997780e-01,9.826511184285444123e-02,1.202493383343128663e-01,1.169395730693957025e-01,1.049754642805117710e-01,7.058536250249201893e-02,1.058249730552455053e-01,4.731943728043667974e-02,7.600389549984816473e-02,1.187553597010665568e-01
-4.499999999999997335e-01,1.085785759255524091e-01,1.084865003130368044e-01,8.244590394265009781e-02,5.927810277311649362e-02,1.515307073542522809e-01,1.571581664198585249e-01,4.195533750164748277e-02,1.250233926032112142e-01,1.126275856033093908e-01
-3.999999999999996891e-01,1.380886019238133922e-01,9.671302253965453899e-02,1.028433595067981265e-01,4.263982274817856855e-02,2.080418341756704870e-01,1.807119882098382202e-01,7.019092751445171752e-02,1.665240866950197240e-01,1.376115914763508807e-01
-3.499999999999996447e-01,1.261136096958359043e-01,1.178431589127311163e-01,1.352245836005819268e-01,6.861180203959330037e-02,2.392174203889935180e-01,1.477291685446781855e-01,1.277439508380056044e-01,1.852904457123401294e-01,1.412087298529560997e-01
-2.999999999999996003e-01,9.031808880139201301e-02,1.656529882595411673e-01,1.502960202496319009e-01,5.926574035119271805e-02,2.447966171118531042e-01,1.430573183987512986e-01,1.690111933048189519e-01,1.869526010483936185e-01,8.607945294157479110e-02
